experiment,time,CO2_ppm,A_zsat,I_zsat,P_zsat,A_zcc,I_zcc,P_zcc,A_deep_CO3,I_deep_CO3,P_deep_CO3,A_deep_DIC,I_deep_DIC,P_deep_DIC,A_deep_TA,I_deep_TA,P_deep_TA,H_DIC,H_TA,deep temperature,surface temperature,high-deep mixing (Atlantic),high-deep mixing (Indian),high-deep mixing (Pacific),thermohaline circulation:,thermohaline upwelling (Atlantic),thermohaline upwelling (Indian),high-lat PO4 export constant
control,7100.0,280.13420633139896,4671,3472,2935,4910,3755,3444,105.5757946971852,83.3654394074486,75.00508031808167,2208.4596241504487,2287.7735941994656,2342.8494602134992,2343.5800674926445,2379.7165574851165,2416.026366301091,2140.959222026016,2323.598890861472,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7200.0,280.13464306072484,4671,3472,2935,4910,3755,3444,105.5757883797448,83.36364292847453,75.00492608293348,2208.459565957086,2287.770205708611,2342.84886833388,2343.5800003007107,2379.7099333669867,2416.025493888172,2140.9584421878494,2323.5976749885435,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7300.0,280.13527720916886,4671,3472,2935,4910,3755,3444,105.57567658766484,83.36042833544506,75.00454018529571,2208.459160416842,2287.764239747504,2342.8478161228363,2343.579421097446,2379.6981905266925,2416.023720625688,2140.9568931692843,2323.595405135956,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7400.0,280.13600996221714,4671,3472,2935,4910,3755,3444,105.57547796100512,83.35904074585679,75.00408688212183,2208.4585085305343,2287.761522204316,2342.8466241726264,2343.5784586037707,2379.6929987544518,2416.0216821576323,2140.955511142112,2323.593288437063,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7500.0,280.1367949543726,4671,3471,2935,4910,3755,3444,105.57522108364766,83.35796344507742,75.00361068326545,2208.45770348815,2287.759315158455,2342.845377678327,2343.577250516209,2379.688874647962,2416.0195465241827,2140.9541257913597,2323.5911375341047,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7600.0,280.137614517768,4671,3471,2935,4910,3755,3444,105.574917509302,83.35710440386723,75.00312841554657,2208.456784961839,2287.7574587609283,2342.844109323421,2343.575854444324,2379.6854936752297,2416.0173782314205,2140.9527636648395,2323.588994098879,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7700.0,280.1384556056111,4671,3471,2935,4910,3754,3444,105.57457746414876,83.356398437369,75.00265054735571,2208.455786617379,2287.755843416404,2342.8428403099683,2343.574319988385,2379.682629242064,2416.0152182281945,2140.951438110428,2323.5868814565547,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7800.0,280.1393084453944,4671,3471,2935,4910,3754,3444,105.5742096483472,83.35579954430645,75.0021832465406,2208.4547353294097,2287.7543946282026,2342.8415838998185,2343.5726876546264,2379.68012415449,2416.013091365943,2140.9501526862737,2323.58480958008,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,7900.0,280.14016565904643,4671,3471,2935,4910,3754,3444,105.57382127736987,83.3552754423691,75.0017298265988,2208.4536516021058,2287.75306213,2342.8403479532844,2343.570989329957,2379.677870020941,2416.011011687941,2140.948905910707,2323.5827811691875,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8000.0,280.1410216700988,4671,3471,2935,4910,3754,3444,105.57341823701888,83.35480361841884,75.00129175277696,2208.4525505544434,2287.751812218538,2342.839136737763,2343.569249488852,2379.675792542249,2416.0089861492074,2140.947694291457,2323.580795521136,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8100.0,280.1419468858799,4671,3471,2935,4910,3754,3444,105.57273269863232,83.3543168797408,75.0005208560487,2208.4509436380017,2287.750509791304,2342.837270114585,2343.5665412248704,2379.673636079972,2416.0056684885294,2140.9461373089707,2323.578342498338,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8200.0,280.1434533863052,4671,3471,2935,4910,3754,3444,105.57014080136868,83.35345742731084,74.9973273391522,2208.44581696202,2287.748373988367,2342.830648745872,2343.557198552264,2379.669980077819,2415.992966874162,2140.941916003575,2323.5722637309364,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8300.0,280.1453490179661,4671,3471,2935,4910,3754,3443,105.5681307099694,83.35240084980391,74.99518525200618,2208.441455735353,2287.74574003028,2342.8260149893954,2343.5496195067767,2379.665481615247,2415.9843355729704,2140.9381742933024,2323.566562671466,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8400.0,280.14710144826387,4671,3471,2935,4910,3754,3443,105.56713052159148,83.35145336679108,74.99496638784267,2208.438901903755,2287.743290183312,2342.825006967561,2343.545466550017,2379.661366561637,2415.9829402867435,2140.936395092058,2323.5633398359114,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8500.0,280.148721336245,4671,3471,2935,4910,3754,3443,105.56595760893649,83.35051448177431,74.99498976996284,2208.436224073736,2287.740862611276,2342.8244604351967,2343.5409117360664,2379.657288267227,2415.9824655802145,2140.9346601191983,2323.560256941631,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8600.0,280.15025324363734,4671,3471,2935,4910,3754,3443,105.5646880900069,83.34957305808308,74.99491095959317,2208.433438276921,2287.7384457125418,2342.8237146570136,2343.536082776803,2379.6532150788494,2415.9815973252894,2140.932807781309,2323.557086090122,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8700.0,280.15168104769293,4671,3471,2935,4910,3754,3443,105.56389967047714,83.34871777794685,74.99475354632474,2208.431498850002,2287.736209197051,2342.822820107885,2343.532889966364,2379.649476884458,2415.980431160619,2140.93110469424,2323.554162963037,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8800.0,280.1530196597229,4671,3471,2935,4910,3754,3443,105.5631408397503,83.347932198713,74.99453574281473,2208.429644165446,2287.734124510954,2342.821812893398,2343.5298233974763,2379.6460141806538,2415.9790376706337,2140.929463254361,2323.551367766706,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,8900.0,280.1542816030737,4671,3471,2935,4910,3754,3443,105.5624052189249,83.34816703543866,74.99430878497098,2208.427865671187,2287.733931823097,2342.8207949231946,2343.526869344078,2379.646311768995,2415.9776168650324,2140.928079933637,2323.5489371644453,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9000.0,280.1553682059665,4671,3471,2935,4910,3754,3443,105.56172376478038,83.34904501074628,74.99414752731714,2208.4262777607946,2287.734890204504,2342.819927011154,2343.5241899985763,2379.648855037007,2415.976470431771,2140.927119897163,2323.547123310355,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9100.0,280.1563146717177,4671,3471,2935,4910,3754,3443,105.56109959859846,83.34901133418226,74.99401501085087,2208.424864508488,2287.7342744768616,2342.8191396172056,2343.521775252994,2379.6481868589217,2415.9754568973613,2140.9261569909227,2323.545385102055,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9200.0,280.1571295579081,4671,3471,2935,4910,3754,3443,105.56053395284022,83.34972605623749,74.99392236662004,2208.423623056739,2287.735103499824,2342.818459330034,2343.519624587779,2379.6503434438773,2415.974625531828,2140.9254912159745,2323.544090186309,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9300.0,280.1578620912663,4671,3471,2935,4910,3754,3443,105.56002052080257,83.34977319373233,74.99381948308563,2208.4225090091086,2287.7347529742724,2342.817786175958,2343.5176846452505,2379.650082379814,2415.9737798754463,2140.924775016223,2323.5427791482207,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9400.0,280.15853103783303,4671,3471,2935,4910,3754,3443,105.55955010281056,83.34887253465813,74.99370824448086,2208.421495199702,2287.7327405300557,2342.8171207245755,2343.5159137476635,2379.6464500281622,2415.972923904353,2140.923918682703,2323.5413321599367,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9500.0,280.159382022001,4670,3471,2934,4910,3754,3443,105.55907121899524,83.34501963518171,74.99332503962484,2208.4203213297565,2287.725413475981,2342.815919494165,2343.5139748783204,2379.63220070739,2415.971013345073,2140.9220137864,2323.538494601401,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9600.0,280.1602792478569,4670,3471,2934,4910,3754,3443,105.55858641978148,83.34415668542195,74.99289692459686,2208.4190876919733,2287.7234897951143,2342.814633044995,2343.5119689684407,2379.628779728387,2415.9689355297287,2140.920589558368,2323.53622807226,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9700.0,280.16111839870985,4670,3471,2934,4910,3754,3443,105.55900164262265,83.34359693593153,74.99247680370071,2208.4193720540047,2287.7220874861205,2342.8133788499717,2343.512959531572,2379.626394983205,2415.9669047092734,2140.9195982091205,2323.534525427657,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9800.0,280.16190251474507,4671,3471,2934,4910,3754,3443,105.55926184250124,83.34322021927049,74.9920766824431,2208.419432030198,2287.721027090115,2342.8121812927493,2343.513459116175,2379.624678558173,2415.964967821056,2140.918712009075,2323.5329812603677,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,9900.0,280.162640966562,4671,3471,2934,4910,3754,3443,105.55935682686912,83.34294855350247,74.99170123341098,2208.4192551439023,2287.7201725590558,2342.811048502189,2343.5134503048275,2379.623354756189,2415.963141810531,2140.917868970228,2323.531515776331,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10000.0,280.1633384974273,4671,3471,2934,4910,3754,3443,105.55937368714557,83.3427404795894,74.99135174334907,2208.4189795663124,2287.7194515477167,2342.809982528359,2343.513214886624,2379.6222771868497,2415.961431144287,2140.9170690420774,2323.530126827194,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10100.0,280.1640022562043,4671,3471,2934,4910,3754,3443,105.55928877808464,83.34256121941867,74.99102678628304,2208.4185577071057,2287.718800720993,2342.8089792855726,2343.5126657846545,2379.621320213588,2415.95982905398,2140.916284379764,2323.528776357952,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10200.0,280.16456855218007,4671,3471,2934,4910,3754,3443,105.56007462335305,83.34256189000031,74.99073874625077,2208.4196380110966,2287.7185124983407,2342.8080770257707,2343.515048849426,2379.6210490242534,2415.9583968179672,2140.9159051867346,2323.527981586172,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10300.0,280.16510888714066,4671,3471,2934,4910,3754,3443,105.56068582925754,83.34264324632731,74.98967407243381,2208.420441327312,2287.718390934379,2342.8056697748266,2343.516856338737,2379.621087337227,2415.953938112785,2140.915077218856,2323.5266388888203,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10400.0,280.16579180543016,4671,3471,2934,4910,3754,3443,105.56103757549306,83.3427685290106,74.98794597379259,2208.4207195695603,2287.718335567956,2342.8020360383025,2343.517719768221,2379.6212701801483,2415.947038395252,2140.913565319512,2323.524380825719,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10500.0,280.1669407867665,4671,3471,2934,4910,3754,3443,105.5610798520312,83.34283881218842,74.98505806831386,2208.420220298861,2287.7180707190496,2342.796130001408,2343.517312289606,2379.6211490440514,2415.935666904012,2140.91094224404,2323.5204767849777,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10600.0,280.16836595608606,4671,3471,2934,4910,3754,3443,105.56091835513728,83.34283091201432,74.98256135559123,2208.4192788408764,2287.7175815872747,2342.7909273195096,2343.516134989369,2379.6206668319696,2415.9257447189398,2140.908394959386,2323.5164987421017,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10700.0,280.1698030080138,4671,3471,2934,4910,3754,3443,105.5606321923739,83.34274858812111,74.98161124192441,2208.418203238756,2287.716936437473,2342.788684767054,2343.5146175883187,2379.619896050417,2415.921739157582,2140.9068035734144,2323.513692175953,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10800.0,280.1710176066916,4671,3471,2934,4910,3754,3443,105.56030200859968,83.34261211130483,74.98212699755163,2208.417244695385,2287.7162390074955,2342.7892694570864,2343.5131377511148,2379.6189739117044,2415.923344737632,2140.906225113644,2323.512267452089,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,10900.0,280.1724197573728,4670,3470,2934,4910,3754,3443,105.55773868218525,83.34202399239051,74.98116343250338,2208.4124566603978,2287.71467445734,2342.7869533990024,2343.504163385316,2379.616371226944,2415.919198368817,2140.9036094937446,2323.5082278285568,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11000.0,280.1735904082126,4670,3470,2934,4910,3754,3443,105.557739625938,83.34157580850965,74.98161258143516,2208.412036750913,2287.713398835326,2342.7873899078845,2343.503793600376,2379.614314742487,2415.9205297573085,2140.902743669817,2323.5064939032386,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11100.0,280.1747213818775,4670,3470,2934,4909,3754,3443,105.55551356481416,83.34082847497741,74.98193377850681,2208.407894562645,2287.7115746772542,2342.7875499966203,2343.496011361988,2379.611167364903,2415.921320353315,2140.901097936432,2323.5038197347258,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11200.0,280.1758200423523,4670,3470,2934,4909,3754,3443,105.5536330792344,83.33992382694932,74.98211825412415,2208.4042984782523,2287.7094516803354,2342.787432736044,2343.4893709488447,2379.607441386681,2415.9215745416764,2140.899340192143,2323.501033983729,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11300.0,280.1768883510708,4670,3470,2934,4909,3753,3443,105.5520493642508,83.33895753386429,74.9821833386165,2208.4011479131323,2287.7071973563893,2342.7870716140387,2343.483661733959,2379.603475632862,2415.921358922282,2140.8975983517385,2323.498286274418,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11400.0,280.1779289148433,4670,3470,2934,4909,3753,3443,105.55069798876627,83.33798826324583,74.98214773059645,2208.398352574331,2287.70491817554,2342.786504660405,2343.4786876293406,2379.5994813513767,2415.920746976641,2140.895915609193,2323.495625811225,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11500.0,280.1789446530429,4670,3470,2934,4909,3753,3443,105.549529510967,83.3370501362821,74.9820295079446,2208.39584653502,2287.7026798268157,2342.785769518633,2343.474301454972,2379.595584956289,2415.9198105542137,2140.894307539884,2323.4930690488773,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11600.0,280.1799382352844,4670,3470,2934,4909,3753,3443,105.54850572184736,83.33616126610406,74.98184512993326,2208.3935796534543,2287.7005208106057,2342.7849009296724,2343.470390234653,2379.59185697672,2415.918615501509,2140.8927760585498,2323.490616571268,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11700.0,280.1809118107869,4670,3470,2934,4909,3753,3443,105.54759691391854,83.33532955025987,74.98160900371306,2208.391512421631,2287.6984615800934,2342.783929578205,2343.466865627368,2379.588331618702,2415.917219708126,2140.891316251284,2323.488261305766,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11800.0,280.18194983799174,4670,3470,2934,4909,3753,3443,105.5472274387378,83.33202368235828,74.98124244960572,2208.390295852359,2287.691917212725,2342.782693193812,2343.465084765025,2379.575850898526,2415.915309322349,2140.8893755327917,2323.4852749597885,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,11900.0,280.18307238052734,4670,3470,2934,4909,3753,3443,105.54718646096542,83.32991664488915,74.98069189457895,2208.3895718487324,2287.687538507936,2342.7810874500574,2343.464321176079,2379.567729551124,2415.9126823975794,2140.887612528948,2323.4824581251464,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12000.0,280.18422321793054,4670,3470,2934,4909,3753,3442,105.54701129335186,83.32832339448817,74.98009152178547,2208.388633282057,2287.684067082896,2342.779379211355,2343.463124031306,2379.561432796854,2415.909859296631,2140.8858851533328,2323.479667362882,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12100.0,280.18526969863814,4670,3470,2934,4909,3753,3442,105.54676208982286,83.32894564871913,74.97959545836098,2208.38766568804,2287.684621641124,2342.7778889914675,2343.4617734396534,2379.563160082805,2415.9074538062355,2140.884783459649,2323.477706392357,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12200.0,280.1863015397296,4670,3470,2934,4909,3753,3442,105.54644769734551,83.32812561008717,74.97909507028298,2208.3866209862736,2287.682559219349,2342.776394647948,2343.460238068509,2379.559633720518,2415.9050341989923,2140.8834243845536,2323.475432639059,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12300.0,280.1872415951692,4670,3470,2933,4909,3753,3442,105.54610365263144,83.32865255226174,74.97868064433108,2208.385603977225,2287.682989361205,2342.775086433602,2343.4586789292152,2379.5610517703594,2415.9029643785884,2140.882465410199,2323.473705638817,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12400.0,280.18818093997675,4670,3470,2933,4909,3753,3442,105.5457262025061,83.32774856945889,74.97824649424261,2208.384543237798,2287.680838465656,2342.7737468866662,2343.457020995868,2379.557283418,2415.900823889019,2140.881202497933,2323.471602706355,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12500.0,280.1890406272648,4670,3470,2933,4909,3753,3442,105.54534180114958,83.32820811366975,74.97788587860563,2208.38352911212,2287.681209050339,2342.772570638056,2343.4553960082903,2379.558518305963,2415.8989867368664,2140.8803094640834,2323.470003666976,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12600.0,280.1897898633681,4670,3470,2933,4909,3753,3442,105.5449690892121,83.32911163215267,74.97761957423282,2208.3826084838115,2287.68241393947,2342.7716043670425,2343.4538804963827,2379.561370585679,2415.89753769604,2140.8796795246108,2323.4687914655624,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12700.0,280.1904474997052,4670,3470,2933,4909,3753,3442,105.54461405917714,83.32970297997795,74.97741557966484,2208.3817731054505,2287.683097060621,2342.770785530912,2343.4524766829777,2379.563128841605,2415.8963527029264,2140.879107379277,2323.4677031928622,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12800.0,280.19103132443064,4670,3470,2933,4909,3753,3442,105.5442790992185,83.33006610701209,74.97725151546841,2208.381009724288,2287.683415217738,2342.7700697364785,2343.451175941206,2379.564111441539,2415.895345044689,2140.8785621032453,2323.466691868092,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,12900.0,280.1915560436534,4670,3470,2933,4909,3753,3442,105.54396451131136,83.33026665711728,74.97711218429562,2208.3803047430088,2287.683479584763,2342.769425836595,2343.449965770561,2379.564547458666,2415.894454889498,2140.8780288969547,2323.465731163163,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13000.0,280.19203332787185,4670,3470,2933,4909,3753,3442,105.54366941210958,83.33035234159486,74.97698744701368,2208.379645769412,2287.683368514561,2342.7688320995303,2343.4488328092325,2379.564601011574,2415.893641417944,2140.8774995836075,2323.4648044118358,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13100.0,280.19247231318707,4670,3470,2933,4909,3753,3442,105.54339233451788,83.33035768079911,74.97687069951756,2208.379022439901,2287.6831369337056,2342.768273494616,2343.4477646441874,2379.564389158564,2415.8928772123613,2140.876970899596,2323.463902250868,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13200.0,280.1932076008062,4670,3470,2933,4909,3753,3442,105.54305261496783,83.33028102638119,74.97473000637316,2208.3780854773336,2287.6826954137905,2342.763794857753,2343.4462891379444,2379.5638230980603,2415.884318325235,2140.874868106556,2323.4608839722005,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13300.0,280.1942894711809,4670,3470,2933,4909,3753,3442,105.54262076348968,83.33012096966337,74.97215749558752,2208.376790133944,2287.682006956118,2342.758461218501,2343.444313550721,2379.562864891854,2415.874107854174,2140.872235325177,2323.4570107600957,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13400.0,280.19564143550315,4670,3470,2933,4909,3753,3442,105.54209929912928,83.3298809834806,74.96991054046025,2208.3752282165788,2287.681084224615,2342.753713142176,2343.4419303989907,2379.56153316175,2415.865114556259,2140.8696545440284,2323.453040358769,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13500.0,280.1969324262734,4670,3470,2933,4909,3753,3442,105.5431050650661,83.3297845272786,74.96918443998295,2208.3762875043744,2287.680414240567,2342.7518800124703,2343.444681734299,2379.560716443191,2415.8619350874087,2140.868676808178,2323.451076970974,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
control,13600.0,280.19807948442195,4670,3470,2933,4909,3753,3442,105.54416435004607,83.32994899606426,74.96846706963545,2208.37759204815,2287.680250709693,2342.7501002418285,2343.447730446078,2379.5608718320127,2415.8588219787084,2140.86788293489,2323.449421029665,2,20,4 Sverdrup,3 Sverdrup,10 Sverdrup,20 Sverdrup,0.2,0.2,1.8
