Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
731,3.677886166666663e+18,3.637006419499736e+18,4.087974716693007e+16,0.2441567467786402,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532347898.767,45467652101.23291,-26.08226817185277,18100000000000.0,17898818290953.547,201181709046.45312,0.24415806851004604
732,3.677886166666663e+18,3.637006419553157e+18,4.087974711350907e+16,0.2441554249837869,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532347958.2017,45467652041.79834,-26.08226945887489,18100000000000.0,17898818291216.45,201181708783.55078,0.2441567467087091
733,3.677886166666663e+18,3.6370064196065777e+18,4.087974706008839e+16,0.24415410319696101,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348017.635,45467651982.365234,-26.082270745865358,18100000000000.0,17898818291479.35,201181708520.64844,0.24415542490737213
734,3.677886166666663e+18,3.637006419659998e+18,4.087974700666803e+16,0.24415278141785382,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348077.0684,45467651922.93164,-26.082272032866324,18100000000000.0,17898818291742.25,201181708257.75,0.24415410312564056
735,3.677886166666663e+18,3.637006419713418e+18,4.0879746953248e+16,0.2441514596469284,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348136.5024,45467651863.49756,-26.08227331987779,18100000000000.0,17898818292005.152,201181707994.84766,0.24415278132414922
736,3.677886166666663e+18,3.637006419766838e+18,4.087974689982829e+16,0.24415013788403037,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348195.9346,45467651804.06543,-26.082274606847108,18100000000000.0,17898818292268.047,201181707731.95312,0.24415145956202308
737,3.677886166666663e+18,3.6370064198202573e+18,4.08797468464089e+16,0.2441488161290054,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348255.367,45467651744.63281,-26.08227589382693,18100000000000.0,17898818292530.94,201181707469.0586,0.2441501378000513
738,3.677886166666663e+18,3.6370064198736763e+18,4.087974679298983e+16,0.24414749438200783,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348314.799,45467651685.20117,-26.082277180785596,18100000000000.0,17898818292793.832,201181707206.16797,0.24414881605753055
739,3.677886166666663e+18,3.637006419927095e+18,4.087974673957109e+16,0.24414617264319205,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348374.2305,45467651625.76953,-26.08227846774442,18100000000000.0,17898818293056.723,201181706943.27734,0.24414749431500982
740,3.677886166666663e+18,3.6370064199805133e+18,4.0879746686152664e+16,0.24414485091194055,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348433.661,45467651566.33887,-26.08227975468194,18100000000000.0,17898818293319.613,201181706680.38672,0.24414617257264346
741,3.677886166666663e+18,3.6370064200339313e+18,4.087974663273456e+16,0.24414352918887083,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348493.093,45467651506.90723,-26.08228104164061,18100000000000.0,17898818293582.504,201181706417.4961,0.24414485083012272
742,3.677886166666663e+18,3.637006420087349e+18,4.087974657931678e+16,0.24414220747367418,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348552.523,45467651447.47705,-26.082282328567633,18100000000000.0,17898818293845.387,201181706154.61328,0.24414352912696716
743,3.677886166666663e+18,3.6370064201407667e+18,4.087974652589933e+16,0.2441408857666593,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348611.9536,45467651388.04639,-26.08228361550515,18100000000000.0,17898818294108.273,201181705891.72656,0.24414220740405182
744,3.677886166666663e+18,3.6370064201941837e+18,4.087974647248219e+16,0.24413956406736306,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348671.383,45467651328.61719,-26.08228490241103,18100000000000.0,17898818294371.16,201181705628.83984,0.24414088568129086
745,3.677886166666663e+18,3.6370064202476006e+18,4.0879746419065384e+16,0.24413824237624862,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348730.813,45467651269.18701,-26.082286189337893,18100000000000.0,17898818294634.04,201181705365.96094,0.24413956399774073
746,3.677886166666663e+18,3.637006420301017e+18,4.08797463656489e+16,0.24413692069300724,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348790.2417,45467651209.7583,-26.08228747623327,18100000000000.0,17898818294896.92,201181705103.07812,0.2441382422944308
747,3.677886166666663e+18,3.637006420354433e+18,4.087974631223273e+16,0.24413559901779325,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348849.671,45467651150.3291,-26.082288763138987,18100000000000.0,17898818295159.8,201181704840.19922,0.24413692061088063
748,3.677886166666663e+18,3.637006420407849e+18,4.087974625881688e+16,0.2441342773504523,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348909.098,45467651090.901855,-26.082290050002566,18100000000000.0,17898818295422.676,201181704577.32422,0.24413559894709028
749,3.677886166666663e+18,3.6370064204612644e+18,4.087974620540136e+16,0.24413295569129312,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532348968.5264,45467651031.47363,-26.082291336887288,18100000000000.0,17898818295685.55,201181704314.44922,0.24413427728314555
750,3.677886166666663e+18,3.63700642051468e+18,4.087974615198616e+16,0.2441316340398526,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349027.9546,45467650972.04541,-26.082292623772013,18100000000000.0,17898818295948.426,201181704051.57422,0.2441329556192008
751,3.677886166666663e+18,3.6370064205680947e+18,4.087974609857128e+16,0.24413031239643954,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349087.382,45467650912.618164,-26.082293910635435,18100000000000.0,17898818296211.3,201181703788.69922,0.24413163395525606
752,3.677886166666663e+18,3.637006420621509e+18,4.087974604515673e+16,0.24412899076120823,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349146.809,45467650853.19092,-26.082295197499008,18100000000000.0,17898818296474.17,201181703525.82812,0.2441303123110711
753,3.677886166666663e+18,3.6370064206749235e+18,4.08797459917425e+16,0.24412766913384995,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349206.235,45467650793.76514,-26.082296484330787,18100000000000.0,17898818296737.04,201181703262.96094,0.24412899068633717
754,3.677886166666663e+18,3.6370064207283374e+18,4.0879745938328584e+16,0.2441263475143647,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349265.6616,45467650734.33838,-26.08229777118386,18100000000000.0,17898818296999.906,201181703000.09375,0.24412766906175762
755,3.677886166666663e+18,3.637006420781751e+18,4.087974588491499e+16,0.24412502590290688,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349325.0874,45467650674.9126,-26.082299058015632,18100000000000.0,17898818297262.773,201181702737.22656,0.24412634743717807
756,3.677886166666663e+18,3.637006420835164e+18,4.087974583150173e+16,0.2441237042993221,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349384.5137,45467650615.48633,-26.082300344858062,18100000000000.0,17898818297525.637,201181702474.36328,0.2441250258322039
757,3.677886166666663e+18,3.637006420888577e+18,4.087974577808878e+16,0.2441223827039191,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349443.9385,45467650556.06152,-26.082301631668688,18100000000000.0,17898818297788.5,201181702211.5,0.2441237042272298
758,3.677886166666663e+18,3.63700642094199e+18,4.087974572467616e+16,0.24412106111623477,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349503.363,45467650496.63721,-26.082302918468816,18100000000000.0,17898818298051.363,201181701948.63672,0.24412238262210126
759,3.677886166666663e+18,3.637006420995402e+18,4.0879745671263864e+16,0.24411973953673222,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349562.788,45467650437.211914,-26.082304205289937,18100000000000.0,17898818298314.223,201181701685.77734,0.24412106103673253
760,3.677886166666663e+18,3.637006421048814e+18,4.087974561785189e+16,0.24411841796525707,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349622.212,45467650377.788086,-26.082305492079566,18100000000000.0,17898818298577.08,201181701422.92188,0.24411973947112356
761,3.677886166666663e+18,3.637006421102226e+18,4.087974556444023e+16,0.2441170964015006,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349681.6353,45467650318.364746,-26.08230677885855,18100000000000.0,17898818298839.938,201181701160.0625,0.24411841788575483
762,3.677886166666663e+18,3.637006421155637e+18,4.08797455110289e+16,0.24411577484577152,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349741.0596,45467650258.94043,-26.082308065658516,18100000000000.0,17898818299102.793,201181700897.20703,0.24411709631999148
763,3.677886166666663e+18,3.637006421209048e+18,4.087974545761789e+16,0.24411445329822423,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349800.4824,45467650199.51758,-26.082309352427,18100000000000.0,17898818299365.645,201181700634.35547,0.24411577477398794
764,3.677886166666663e+18,3.637006421262459e+18,4.08797454042072e+16,0.24411313175854998,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349859.905,45467650140.095215,-26.082310639184673,18100000000000.0,17898818299628.496,201181700371.5039,0.24411445322783001
765,3.677886166666663e+18,3.637006421315869e+18,4.087974535079683e+16,0.2441118102267488,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349919.327,45467650080.67285,-26.082311925942506,18100000000000.0,17898818299891.348,201181700108.65234,0.24411313168182647
766,3.677886166666663e+18,3.637006421369279e+18,4.087974529738679e+16,0.24411048870328372,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532349978.749,45467650021.25098,-26.082313212689833,18100000000000.0,17898818300154.195,201181699845.8047,0.24411181015542832
767,3.677886166666663e+18,3.637006421422689e+18,4.087974524397707e+16,0.24410916718753736,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350038.17,45467649961.83008,-26.08231449941586,18100000000000.0,17898818300417.043,201181699582.95703,0.2441104886288758
768,3.677886166666663e+18,3.637006421476098e+18,4.087974519056767e+16,0.244107845679664,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350097.5913,45467649902.40869,-26.08231578615255,18100000000000.0,17898818300679.89,201181699320.10938,0.24410916710247768
769,3.677886166666663e+18,3.6370064215295073e+18,4.087974513715859e+16,0.24410652417981807,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350157.0127,45467649842.987305,-26.082317072889225,18100000000000.0,17898818300942.73,201181699057.26953,0.24410784561529034
770,3.677886166666663e+18,3.637006421582916e+18,4.087974508374984e+16,0.24410520268799954,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350216.433,45467649783.566895,-26.082318359604603,18100000000000.0,17898818301205.574,201181698794.42578,0.2441065241084976
771,3.677886166666663e+18,3.6370064216363244e+18,4.087974503034141e+16,0.24410388120420842,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350275.853,45467649724.14697,-26.08231964630964,18100000000000.0,17898818301468.418,201181698531.58203,0.24410520260170487
772,3.677886166666663e+18,3.6370064216897326e+18,4.08797449769333e+16,0.24410255972813596,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350335.2734,45467649664.72656,-26.08232093302517,18100000000000.0,17898818301731.254,201181698268.7461,0.24410388113427733
773,3.677886166666663e+18,3.6370064217431404e+18,4.087974492352551e+16,0.24410123826039967,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350394.693,45467649605.30713,-26.082322219719394,18100000000000.0,17898818301994.094,201181698005.90625,0.24410255964709
774,3.677886166666663e+18,3.6370064217965476e+18,4.087974487011805e+16,0.24409991680053642,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350454.112,45467649545.88818,-26.08232350640328,18100000000000.0,17898818302256.926,201181697743.07422,0.24410123819926785
775,3.677886166666663e+18,3.637006421849955e+18,4.0879744816710904e+16,0.24409859534839182,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350513.53,45467649486.470215,-26.08232479306586,18100000000000.0,17898818302519.76,201181697480.23828,0.24409991673168593
776,3.677886166666663e+18,3.6370064219033615e+18,4.087974476330408e+16,0.244097273904429,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350572.9487,45467649427.05127,-26.082326079749745,18100000000000.0,17898818302782.594,201181697217.40625,0.2440985952838638
777,3.677886166666663e+18,3.6370064219567683e+18,4.087974470989758e+16,0.24409595246833923,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350632.3667,45467649367.6333,-26.082327366412326,18100000000000.0,17898818303045.426,201181696954.57422,0.24409727383588728
778,3.677886166666663e+18,3.6370064220101745e+18,4.087974465649141e+16,0.24409463104027687,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350691.784,45467649308.21582,-26.082328653064412,18100000000000.0,17898818303308.254,201181696691.7461,0.24409595240767054
779,3.677886166666663e+18,3.63700642206358e+18,4.087974460308555e+16,0.24409330962024192,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350751.2017,45467649248.79834,-26.082329939716494,18100000000000.0,17898818303571.086,201181696428.91406,0.2440946309598484
780,3.677886166666663e+18,3.637006422116986e+18,4.0879744549680024e+16,0.24409198820823438,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350810.6187,45467649189.38135,-26.082331226357926,18100000000000.0,17898818303833.91,201181696166.08984,0.24409330955123706
781,3.677886166666663e+18,3.637006422170391e+18,4.087974449627482e+16,0.24409066680409988,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350870.035,45467649129.96484,-26.082332512988863,18100000000000.0,17898818304096.74,201181695903.26172,0.24409198812302033
782,3.677886166666663e+18,3.6370064222237957e+18,4.087974444286993e+16,0.2440893454079928,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350929.4517,45467649070.54834,-26.082333799619796,18100000000000.0,17898818304359.56,201181695640.4414,0.24409066673401442
783,3.677886166666663e+18,3.6370064222772004e+18,4.087974438946536e+16,0.24408802401975874,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532350988.867,45467649011.13281,-26.08233508622958,18100000000000.0,17898818304622.38,201181695377.6211,0.24408934534516288
784,3.677886166666663e+18,3.6370064223306045e+18,4.087974433606112e+16,0.2440867026395521,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351048.2827,45467648951.717285,-26.082336372839364,18100000000000.0,17898818304885.203,201181695114.79688,0.24408802393655155
785,3.677886166666663e+18,3.6370064223840087e+18,4.08797442826572e+16,0.2440853812672185,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351107.6978,45467648892.302246,-26.0823376594385,18100000000000.0,17898818305148.02,201181694851.98047,0.24408670256715104
786,3.677886166666663e+18,3.6370064224374124e+18,4.08797442292536e+16,0.2440840599029123,0.0027611758008007983,0.0,0.0,0.0,0.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154532351167.113,45467648832.88721,-26.08233894603779,18100000000000.0,17898818305410.836,201181694589.16406,0.2440853811979049
