Ocean Time [a],Ocean DIC [mol],Ocean C^{12}$S [mol],Ocean C^{13}$S [mol],Ocean $\delta^{13}$C [[DIC]],Ocean DIC [mol/l],Fossil_Fuel_Burning_2_Ocean_Flux DIC [mol/a],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{12}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC [C^{13}$S],Fossil_Fuel_Burning_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Carbonate_Weathering_2_Ocean_Flux DIC [mol/a],Carbonate_Weathering_2_Ocean_Flux DIC [C^{12}$S],Carbonate_Weathering_2_Ocean_Flux DIC [C^{13}$S],Carbonate_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Organic_Weathering_2_Ocean_Flux DIC [mol/a],Organic_Weathering_2_Ocean_Flux DIC [C^{12}$S],Organic_Weathering_2_Ocean_Flux DIC [C^{13}$S],Organic_Weathering_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Volcanic_2_Ocean_Flux DIC [mol/a],Volcanic_2_Ocean_Flux DIC [C^{12}$S],Volcanic_2_Ocean_Flux DIC [C^{13}$S],Volcanic_2_Ocean_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_OM_burial_Flux DIC [mol/a],Ocean_2_OM_burial_Flux DIC [C^{12}$S],Ocean_2_OM_burial_Flux DIC [C^{13}$S],Ocean_2_OM_burial_Flux DIC $\delta^{13}$C [[DIC]],Ocean_2_Carbonate_burial_Flux DIC [mol/a],Ocean_2_Carbonate_burial_Flux DIC [C^{12}$S],Ocean_2_Carbonate_burial_Flux DIC [C^{13}$S],Ocean_2_Carbonate_burial_Flux DIC $\delta^{13}$C [[DIC]]
238,3.480954666666663e+18,3.4422026212859105e+18,3.875204538075621e+16,1.8439699710990398,0.002613329329329327,505500000000000.0,500038302439369.1,5461697560630.875,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154460218989.178,45539781010.82178,-24.52033014944181,18100000000000.0,17898499234113.273,201500765886.72656,1.8483175689582338
239,3.481590666666663e+18,3.442831750038758e+18,3.875891662790874e+16,1.8385048181662136,0.0026138068068068043,636000000000000.0,629128309300571.2,6871690699428.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154460414469.7847,45539585530.21533,-24.524563318642254,18100000000000.0,17898500098806.72,201499901193.28125,1.8439699710084227
240,3.482230466666663e+18,3.443464637733001e+18,3.876582893366543e+16,1.8330091308159187,0.002614287137137135,639800000000000.0,632887252029096.8,6912747970903.25,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154460660198.927,45539339801.07324,-24.52988462874256,18100000000000.0,17898501185770.715,201498814229.28516,1.8385048180674146
241,3.482874066666663e+18,3.444101284368633e+18,3.877278229803374e+16,1.8274829440703588,0.002614770320320318,643600000000000.0,636646194757622.1,6953805242377.875,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154460907301.0146,45539092698.98535,-24.535235669603825,18100000000000.0,17898502278807.832,201497721192.16797,1.8330091307129517
242,3.483521466666663e+18,3.4447416899456456e+18,3.87797767210211e+16,1.8219262931244817,0.002615256356356354,647400000000000.0,640405137486147.5,6994862513852.5,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154461155774.473,45538844225.526855,-24.5406164071043,18100000000000.0,17898503377911.105,201496622088.89453,1.8274829439748017
243,3.484172666666663e+18,3.445385854464032e+18,3.878681220263494e+16,1.8163392133472143,0.002615745245245243,651200000000000.0,644164080214673.0,7035919785327.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154461405617.722,45538594382.27783,-24.546026807016187,18100000000000.0,17898504483073.543,201495516926.45703,1.8219262930202798
244,3.484827666666663e+18,3.446033777923784e+18,3.879388874288269e+16,1.810721740279454,0.002616236986986985,655000000000000.0,647923022943198.4,7076977056801.625,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154461656829.169,45538343170.831055,-24.551466834837516,18100000000000.0,17898505594288.105,201494405711.89453,1.816339213252429
245,3.485486466666663e+18,3.446685460324895e+18,3.880100634177174e+16,1.8050739096343802,0.002616731581581579,658800000000000.0,651681965671723.9,7118034328276.125,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154461909407.2188,45538090592.78125,-24.55693645602294,18100000000000.0,17898506711547.734,201493288452.26562,1.8107217401724733
246,3.486149066666663e+18,3.4473409016673577e+18,3.880816499930951e+16,1.7993957572963717,0.0026172290290290266,662600000000000.0,655440908400249.2,7159091599750.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154462163350.265,45537836649.73486,-24.562435635774104,18100000000000.0,17898507834845.32,201492165154.6797,1.8050739095369708
247,3.486815466666663e+18,3.448000101951164e+18,3.881536471550339e+16,1.7936873193213156,0.002617729329329327,666400000000000.0,659199851128774.6,7200148871225.375,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154462418656.6943,45537581343.305664,-24.567964339133795,18100000000000.0,17898508964173.74,201491035826.26172,1.7993957571812091
248,3.487485666666663e+18,3.4486630611763067e+18,3.882260549036077e+16,1.7879486319346019,0.00261823248248248,670200000000000.0,662958793857300.1,7241206142699.875,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154462675324.887,45537324675.11279,-24.57352253102809,18100000000000.0,17898510099525.81,201489900474.1914,1.79368731921557
249,3.488159666666663e+18,3.4493297793427784e+18,3.8829887323889016e+16,1.7821797315320473,0.002618738488488486,674000000000000.0,666717736585825.5,7282263414174.5,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154462933353.2144,45537066646.785645,-24.579110176161546,18100000000000.0,17898511240894.336,201488759105.66406,1.7879486318285474
250,3.488850666666663e+18,3.450013313830576e+18,3.883735283609115e+16,1.7762679590211998,0.002619257257257255,691000000000000.0,683534059318702.5,7465940681297.5,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154463192740.0405,45536807259.95947,-24.584727239111203,18100000000000.0,17898512388272.086,201487611727.91406,1.7821797314057701
251,3.489558666666663e+18,3.450713664639665e+18,3.884500202700202e+16,1.770213486642662,0.0026197887887887865,708000000000000.0,700350382051579.4,7649617948420.625,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154463458550.852,45536541449.14795,-24.59048341375727,18100000000000.0,17898513564065.844,201486435934.15625,1.7762679589086616
252,3.490283666666663e+18,3.4514308317700106e+18,3.88528348966564e+16,1.7640164906688043,0.0026203330830830806,725000000000000.0,717166704784456.2,7833295215543.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154463730777.9087,45536269222.09131,-24.59637853242999,18100000000000.0,17898514768241.37,201485231758.6289,1.7702134865403125
253,3.491025666666663e+18,3.4521648152215777e+18,3.8860851445089064e+16,1.7576771513923404,0.0026208901401401376,742000000000000.0,733983027517333.1,8016972482666.875,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154464009413.2856,45535990586.714355,-24.6024124234621,18100000000000.0,17898516000763.62,201483999236.3789,1.7640164905703142
254,3.491784666666663e+18,3.452915614994332e+18,3.886905167233472e+16,1.751195653112588,0.0026214599599599575,759000000000000.0,750799350250210.0,8200649749790.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154464294448.8804,45535705551.11963,-24.60858491133611,18100000000000.0,17898517261596.746,201482738403.2539,1.7576771512958569
255,3.492556066666663e+18,3.4536786807891466e+18,3.887738587752046e+16,1.7446113732628328,0.002622039089089087,771400000000000.0,763065373890661.5,8334626109338.5,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154464585876.407,45535414123.59277,-24.61489581656822,18100000000000.0,17898518550704.1,201481449295.89844,1.7511956530221253
256,3.493339866666663e+18,3.4544540126059955e+18,3.888585406067135e+16,1.737924450745532,0.0026226275275275253,783800000000000.0,775331397531112.9,8468602468887.125,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154464881925.3438,45535118074.65625,-24.62130679818816,18100000000000.0,17898519860253.914,201480139746.08594,1.7446113731475161
257,3.494136066666663e+18,3.4552416104448543e+18,3.889445622181242e+16,1.7311350265246437,0.002623225275275273,796200000000000.0,787597421171564.2,8602578828435.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154465182589.4443,45534817410.555664,-24.627817720903952,18100000000000.0,17898521190218.55,201478809781.44922,1.737924450652136
258,3.494944666666663e+18,3.456041474305698e+18,3.890319236096866e+16,1.7242432436185258,0.00262383233233233,808600000000000.0,799863444812015.6,8736555187984.375,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154465487862.373,45534512137.62695,-24.634428447466625,18100000000000.0,17898522540569.996,201477459430.0039,1.7311350264411278
259,3.495765666666663e+18,3.4568536041885015e+18,3.891206247816503e+16,1.7172492470925256,0.0026244486986986963,821000000000000.0,812129468452467.0,8870531547533.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154465797737.7026,45534202262.29736,-24.64113883864924,18100000000000.0,17898523911279.816,201476088720.1836,1.7242432435223511
260,3.496607666666663e+18,3.457686507174152e+18,3.8921159492514536e+16,1.710080087002938,0.0026250808308308287,842000000000000.0,832902573004844.4,9097426995155.625,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154466112208.911,45533887791.08887,-24.64794875317291,18100000000000.0,17898525302319.16,201474697680.83984,1.717249247004996
261,3.497470666666663e+18,3.458540183262607e+18,3.893048340405989e+16,1.7027360201938726,0.0026257287287287266,863000000000000.0,853675677557221.8,9324322442778.25,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154466434556.053,45533565443.94678,-24.65492922098306,18100000000000.0,17898526728197.098,201473271802.90234,1.7100800869058372
262,3.498352666666663e+18,3.459412654062913e+18,3.8940012603753496e+16,1.6952342918480787,0.0026263908908908886,882000000000000.0,872470391199848.9,9529608800151.125,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154466764767.582,45533235232.41797,-24.662079991951284,18100000000000.0,17898528188862.555,201471811137.4453,1.7027360201041817
263,3.499253666666663e+18,3.460303919575033e+18,3.89497470916338e+16,1.6875751444595892,0.002627067317317315,901000000000000.0,891265104842476.0,9734895157524.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154467102068.106,45532897931.89404,-24.669384274800457,18100000000000.0,17898529680885.65,201470319114.35156,1.6952342917586967
264,3.500143666666663e+18,3.461184303935281e+18,3.895936273138544e+16,1.6800132968202877,0.0026277354854854834,890000000000000.0,880383954838849.8,9616045161150.25,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154467446446.726,45532553553.273926,-24.67684183343856,18100000000000.0,17898531204218.164,201468795781.83594,1.6875751443668108
265,3.501054266666663e+18,3.462085065720056e+18,3.896920094661064e+16,1.6722806943973838,0.002628419119119117,910600000000000.0,900761381209277.0,9838618790723.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154467786450.508,45532213549.49219,-24.684204653235305,18100000000000.0,17898532708198.926,201467291801.07422,1.6800132967321406
266,3.501985466666663e+18,3.4630062049293153e+18,3.897926173735103e+16,1.6643776080210528,0.002629118218218216,931200000000000.0,921138807579704.4,10061192420295.625,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154468134132.0054,45531865867.99463,-24.69173373357771,18100000000000.0,17898534246141.48,201465753858.51953,1.6722806943021356
267,3.502937266666663e+18,3.463947721563018e+18,3.898954510364819e+16,1.6563043142524236,0.0026298327827827804,951800000000000.0,941516233950131.6,10283766049868.375,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154468489479.0425,45531510520.95752,-24.69942881070404,18100000000000.0,17898535817991.977,201464182008.02344,1.6643776079241064
268,3.503909666666663e+18,3.4649096156211226e+18,3.900005104554363e+16,1.6480610953596517,0.0026305628128128105,972400000000000.0,961893660320559.0,10506339679441.0,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154468852479.1904,45531147520.80957,-24.707289615384195,18100000000000.0,17898537423695.426,201462576304.57422,1.6563043141628873
269,3.504902666666663e+18,3.4658918871035873e+18,3.901077956307878e+16,1.6396482392933722,0.002631308308308306,993000000000000.0,982271086690986.2,10728913309013.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154469223119.76,45530776880.240234,-24.715315872739716,18100000000000.0,17898539063195.707,201460936804.29297,1.6480610952804582
270,3.505922366666663e+18,3.466900570102646e+18,3.902179656402028e+16,1.6310144672029547,0.0026320738488488466,1019700000000000.0,1008682605336151.8,11017394663848.25,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154469601387.8096,45530398612.19043,-24.723507302445388,18100000000000.0,17898540736435.57,201459263564.4297,1.6396482392163398
271,3.506968766666663e+18,3.467935664618244e+18,3.903310204842199e+16,1.6221601705156017,0.002632859434434432,1046400000000000.0,1035094123981317.2,11305876018682.75,-28.0,12300000000000.0,12163318358936.953,136681641063.04688,0.0,4000000000000.0,3956429988830.919,43570011169.081055,-19.999999999998362,6000000000000.0,5933655712408.382,66344287591.618164,-4.999999999998896,4200000000000.0,4154469989588.9985,45530010411.001465,-24.731913833650164,18100000000000.0,17898542453613.93,201457546386.0703,1.6310144671229894
