Elevation [yr],CumSum [dimensionless],CumSum [dimensionless]
7270,0.999999999999999,0.999999999999999
7280,0.999999999999999,0.999999999999999
7290,0.999999999999999,0.999999999999999
7300,0.999999999999999,0.999999999999999
7310,0.999999999999999,0.999999999999999
7320,0.999999999999999,0.999999999999999
7330,0.999999999999999,0.999999999999999
7340,0.999999999999999,0.999999999999999
7350,0.999999999999999,0.999999999999999
7360,0.999999999999999,0.999999999999999
7370,0.999999999999999,0.999999999999999
7380,0.999999999999999,0.999999999999999
7390,0.999999999999999,0.999999999999999
7400,0.999999999999999,0.999999999999999
7410,0.999999999999999,0.999999999999999
7420,0.999999999999999,0.999999999999999
7430,0.999999999999999,0.999999999999999
7440,0.999999999999999,0.999999999999999
7450,0.999999999999999,0.999999999999999
7460,0.999999999999999,0.999999999999999
7470,0.999999999999999,0.999999999999999
7480,0.999999999999999,0.999999999999999
7490,0.999999999999999,0.999999999999999
7500,0.999999999999999,0.999999999999999
7510,0.999999999999999,0.999999999999999
7520,0.999999999999999,0.999999999999999
7530,0.999999999999999,0.999999999999999
7540,0.999999999999999,0.999999999999999
7550,0.999999999999999,0.999999999999999
7560,0.999999999999999,0.999999999999999
7570,0.999999999999999,0.999999999999999
7580,0.999999999999999,0.999999999999999
7590,0.999999999999999,0.999999999999999
7600,0.999999999999999,0.999999999999999
7610,0.999999999999999,0.999999999999999
7620,0.999999999999999,0.999999999999999
7630,0.999999999999999,0.999999999999999
7640,0.999999999999999,0.999999999999999
7650,0.999999999999999,0.999999999999999
7660,0.999999999999999,0.999999999999999
7670,0.999999999999999,0.999999999999999
7680,0.999999999999999,0.999999999999999
7690,0.999999999999999,0.999999999999999
7700,0.999999999999999,0.999999999999999
7710,0.999999999999999,0.999999999999999
7720,0.999999999999999,0.999999999999999
7730,0.999999999999999,0.999999999999999
7740,0.999999999999999,0.999999999999999
7750,0.999999999999999,0.999999999999999
7760,0.999999999999999,0.999999999999999
7770,0.999999999999999,0.999999999999999
7780,0.999999999999999,0.999999999999999
7790,0.999999999999999,0.999999999999999
7800,0.999999999999999,0.999999999999999
7810,0.999999999999999,0.999999999999999
7820,0.999999999999999,0.999999999999999
7830,0.999999999999999,0.999999999999999
7840,0.999999999999999,0.999999999999999
7850,0.999999999999999,0.999999999999999
7860,0.999999999999999,0.999999999999999
7870,0.999999999999999,0.999999999999999
7880,0.999999999999999,0.999999999999999
7890,0.999999999999999,0.999999999999999
7900,0.999999999999999,0.999999999999999
7910,0.999999999999999,0.999999999999999
7920,0.999999999999999,0.999999999999999
7930,0.999999999999999,0.999999999999999
7940,0.999999999999999,0.999999999999999
7950,0.999999999999999,0.999999999999999
7960,0.999999999999999,0.999999999999999
7970,0.999999999999999,0.999999999999999
7980,0.999999999999999,0.999999999999999
7990,0.999999999999999,0.999999999999999
8000,0.999999999999999,0.999999999999999
8010,0.999999999999999,0.999999999999999
8020,0.999999999999999,0.999999999999999
8030,0.999999999999999,0.999999999999999
8040,0.999999999999999,0.999999999999999
8050,0.999999999999999,0.999999999999999
8060,0.999999999999999,0.999999999999999
8070,0.999999999999999,0.999999999999999
8080,0.999999999999999,0.999999999999999
8090,0.999999999999999,0.999999999999999
8100,0.999999999999999,0.999999999999999
8110,0.999999999999999,0.999999999999999
8120,0.999999999999999,0.999999999999999
8130,0.999999999999999,0.999999999999999
8140,0.999999999999999,0.999999999999999
8150,0.999999999999999,0.999999999999999
8160,0.999999999999999,0.999999999999999
8170,0.999999999999999,0.999999999999999
8180,0.999999999999999,0.999999999999999
8190,0.999999999999999,0.999999999999999
8200,0.999999999999999,0.999999999999999
8210,0.999999999999999,0.999999999999999
8220,0.999999999999999,0.999999999999999
8230,0.999999999999999,0.999999999999999
8240,0.999999999999999,0.999999999999999
8250,0.999999999999999,0.999999999999999
8260,0.999999999999999,0.999999999999999
8270,0.999999999999999,0.999999999999999
8280,0.999999999999999,0.999999999999999
8290,0.999999999999999,0.999999999999999
8300,0.999999999999999,0.999999999999999
8310,0.999999999999999,0.999999999999999
8320,0.999999999999999,0.999999999999999
8330,0.999999999999999,0.999999999999999
8340,0.999999999999999,0.999999999999999
8350,0.999999999999999,0.999999999999999
8360,0.999999999999999,0.999999999999999
8370,0.999999999999999,0.999999999999999
8380,0.999999999999999,0.999999999999999
8390,0.999999999999999,0.999999999999999
8400,0.999999999999999,0.999999999999999
8410,0.999999999999999,0.999999999999999
8420,0.999999999999999,0.999999999999999
8430,0.999999999999999,0.999999999999999
8440,0.999999999999999,0.999999999999999
8450,0.999999999999999,0.999999999999999
8460,0.999999999999999,0.999999999999999
8470,0.999999999999999,0.999999999999999
8480,0.999999999999999,0.999999999999999
8490,0.999999999999999,0.999999999999999
8500,0.999999999999999,0.999999999999999
8510,0.999999999999999,0.999999999999999
8520,0.999999999999999,0.999999999999999
8530,0.999999999999999,0.999999999999999
8540,0.999999999999999,0.999999999999999
8550,0.999999999999999,0.999999999999999
8560,0.999999999999999,0.999999999999999
8570,0.999999999999999,0.999999999999999
8580,0.999999999999999,0.999999999999999
8590,0.999999999999999,0.999999999999999
8600,0.999999999999999,0.999999999999999
8610,0.999999999999999,0.999999999999999
8620,0.999999999999999,0.999999999999999
8630,0.999999999999999,0.999999999999999
8640,0.999999999999999,0.999999999999999
8650,0.999999999999999,0.999999999999999
8660,0.999999999999999,0.999999999999999
8670,0.999999999999999,0.999999999999999
8680,0.999999999999999,0.999999999999999
8690,0.999999999999999,0.999999999999999
8700,0.999999999999999,0.999999999999999
8710,0.999999999999999,0.999999999999999
8720,0.999999999999999,0.999999999999999
8730,0.999999999999999,0.999999999999999
8740,0.999999999999999,0.999999999999999
8750,0.999999999999999,0.999999999999999
8760,0.999999999999999,0.999999999999999
8770,0.999999999999999,0.999999999999999
8780,0.999999999999999,0.999999999999999
8790,0.999999999999999,0.999999999999999
8800,0.999999999999999,0.999999999999999
8810,0.999999999999999,0.999999999999999
8820,0.999999999999999,0.999999999999999
8830,0.999999999999999,0.999999999999999
8840,0.999999999999999,0.999999999999999
8850,0.999999999999999,0.999999999999999
8860,0.999999999999999,0.999999999999999
8870,0.999999999999999,0.999999999999999
8880,0.999999999999999,0.999999999999999
8890,0.999999999999999,0.999999999999999
8900,0.999999999999999,0.999999999999999
8910,0.999999999999999,0.999999999999999
8920,0.999999999999999,0.999999999999999
8930,0.999999999999999,0.999999999999999
8940,0.999999999999999,0.999999999999999
8950,0.999999999999999,0.999999999999999
8960,0.999999999999999,0.999999999999999
8970,0.999999999999999,0.999999999999999
8980,0.999999999999999,0.999999999999999
8990,0.999999999999999,0.999999999999999
